TAG;Datum;ZEIT;RAIN;GLOBRAD;Rn;Tempera;LFrel;U;WINDRICHTU;pETP;Mod;Diff
12;12.01.1995;1100;0.398;64.88;-2.78;0.77;91.9;5.35;271.6;0.02;21.8744;24.6544
12;12.01.1995;1200;0.597;135.9;11.2;0.565;87.6;5.909;337.1;0.05;66.617;55.417
12;12.01.1995;1300;0.398;159.9;7.78;0.416;87.4;5.965;324.5;0.04;81.737;73.957
12;12.01.1995;1400;0.398;127.1;0.62;0.221;87.4;6.092;320.7;0.04;61.073;60.453
12;12.01.1995;1500;0;74.2;2.378;0.102;88.2;6.549;321.9;0.04;27.746;25.368
12;12.01.1995;1600;0;24.48;-5.632;-0.075;88.2;6.366;316.8;0.04;-3.5776;2.0544
12;12.01.1995;1700;0;3.303;-11.53;-0.221;86.9;6.035;319.8;0.03;-16.91911;5.38911
12;12.01.1995;1800;0;-0.055;-13.08;-0.316;86.4;5.976;316.3;0.03;-19.03465;5.95465
12;12.01.1995;1900;0;-0.05;-12.82;-0.303;81.9;5.786;325.2;0.05;-19.0315;6.2115
12;12.01.1995;2000;0;-0.055;-11.05;-0.521;80.3;5.234;325.3;0.05;-19.03465;7.98465
12;12.01.1995;2100;0;-0.006;-11.23;-0.768;83;4.443;314.1;0.03;-19.00378;7.77378
12;12.01.1995;2200;0;-0.006;-9.1;-0.786;85.4;5.147;306;0.03;-19.00378;9.90378
12;12.01.1995;2300;0;-0.011;-10.35;-0.811;84.3;4.411;309.6;0.03;-19.00693;8.65693
13;13.01.1995;0;0;-0.022;-11.29;-0.876;85.9;5.067;306.2;0.03;-19.01386;7.72386
13;13.01.1995;100;0;-0.017;-15.88;-1.304;88.7;4.531;307.1;0.02;-19.01071;3.13071
13;13.01.1995;200;0;-0.006;-10.48;-1.527;90.2;4.322;305.5;0.01;-19.00378;8.52378
13;13.01.1995;300;0;-0.006;-13.69;-1.562;90.9;3.554;305.8;0.01;-19.00378;5.31378
13;13.01.1995;400;0;-0.006;-18.67;-1.821;91.8;3.991;303.3;0.01;-19.00378;0.33378
13;13.01.1995;500;0;-0.006;-18.62;-2.193;93.4;3.551;305.9;0;-19.00378;0.38378
13;13.01.1995;600;0;0;-29.32;-3.46;96;1.734;282.7;-0.01;-19;10.32
13;13.01.1995;700;0;0;-15.31;-3.286;98.3;2.027;272.1;-0.01;-19;3.69
13;13.01.1995;800;0;0.094;-27.85;-4.11;98;1.729;246.4;-0.01;-18.94078;8.90922
13;13.01.1995;900;0;13.39;-13.22;-5.295;98.5;1.385;211.7;-0.01;-10.5643;2.6557
13;13.01.1995;1000;0;108.9;23.08;-4.507;96.6;1.975;217.7;0.01;49.607;26.527
13;13.01.1995;1100;0;161.8;22.61;-3.13;93.4;2.326;192.5;0.02;82.934;60.324
13;13.01.1995;1200;0;211;8.52;-2.269;91.3;2.495;205.8;0.01;113.93;105.41
13;13.01.1995;1300;0;241;6.719;-1.597;90.2;2.449;214.1;0.02;132.83;126.111
13;13.01.1995;1400;0;200.6;2.48;-1.108;89.2;2.177;207.5;0.01;107.378;104.898
13;13.01.1995;1500;0;120.6;-13.59;-1.142;87.8;2.001;205.4;0;56.978;70.568
13;13.01.1995;1600;0;67.78;-34.62;-0.979;86.1;2.281;178.3;0;23.7014;58.3214
13;13.01.1995;1700;0;5.921;-39.14;-2.233;91.1;2.513;171.4;-0.01;-15.26977;23.87023
13;13.01.1995;1800;0;-0.011;-34.48;-2.943;92.8;2.181;178.7;-0.01;-19.00693;15.47307
13;13.01.1995;1900;0;-0.022;-32.68;-2.549;92.4;2.835;176.9;-0.01;-19.01386;13.66614
13;13.01.1995;2000;0;0;-30.32;-2.603;91.8;2.071;168.8;-0.01;-19;11.32
13;13.01.1995;2100;0;0;-30.13;-2.604;92.8;3.443;177.9;0;-19;11.13
13;13.01.1995;2200;0;0;-32.17;-2.188;91.6;4.544;182.9;0;-19;13.17
13;13.01.1995;2300;0;0;-32.03;-2.17;92.3;4.454;188.6;0;-19;13.03
14;14.01.1995;0;0;-0.006;-6.058;-1.347;93.2;3.447;184;0.01;-19.00378;12.94578
14;14.01.1995;100;0;-0.006;-3.175;-0.809;93.8;3.121;164.5;0.01;-19.00378;15.82878
14;14.01.1995;200;0;-0.011;-37.93;-1.689;94.7;2.317;166.4;-0.01;-19.00693;18.92307
14;14.01.1995;300;0;0;-24.5;-1.482;96;3.136;183.5;-0.01;-19;5.5
14;14.01.1995;400;0;-0.017;-5.13;-0.831;95.1;3.762;178.7;0.01;-19.01071;13.88071
14;14.01.1995;500;0;-0.011;-7.39;-0.531;95.1;3.757;174.2;0.01;-19.00693;11.61693
14;14.01.1995;600;0;-0.017;-3.138;-0.429;95;3.62;183.3;0.01;-19.01071;15.87271
14;14.01.1995;700;0;-0.028;0.197;-0.429;95;4.618;178.2;0.01;-19.01764;19.21464
14;14.01.1995;800;0;0.083;-0.153;-0.57;96.7;5.51;179.2;0.01;-18.94771;18.79471
14;14.01.1995;900;0;5.61;1.445;-0.377;97.6;5.049;180.9;0.01;-15.4657;16.9107
14;14.01.1995;1000;0;31.08;8.17;0.05;97.5;4.438;179.8;0.01;0.5804;7.5896
14;14.01.1995;1100;0;53.45;15.34;0.313;97.6;5.083;178;0.02;14.6735;0.6665
14;14.01.1995;1200;0.199;57.38;16.9;0.522;97.9;4.884;180.6;0.02;17.1494;0.2494
14;14.01.1995;1300;0;78.9;26.58;1.037;97.7;4.266;191.4;0.02;30.707;4.127
14;14.01.1995;1400;0.199;62.44;26.29;1.37;97.4;4.348;187.9;0.02;20.3372;5.9528
14;14.01.1995;1500;0;44.88;23.88;1.536;97.4;3.678;188.9;0.02;9.2744;14.6056
14;14.01.1995;1600;0;22.49;13.15;1.491;98.4;3.65;191.6;0.01;-4.8313;17.9813
14;14.01.1995;1700;0;2.703;3.05;1.326;98.8;3.912;176.7;0;-17.29711;20.34711
14;14.01.1995;1800;0;0.039;0.737;1.351;98.4;4.577;183.3;0;-18.97543;19.71243
14;14.01.1995;1900;0;-0.022;2.262;1.516;98.7;2.317;164.9;0;-19.01386;21.27586
14;14.01.1995;2000;0;0.033;3.203;1.57;98.4;2.997;185.7;0;-18.97921;22.18221
14;14.01.1995;2100;0;-0.039;4.035;1.738;97.3;4.157;193.1;0.01;-19.02457;23.05957
14;14.01.1995;2200;0.199;0.033;1.634;1.6;98;3.784;185.9;0.01;-18.97921;20.61321
14;14.01.1995;2300;0;0.105;-2.065;1.797;98.3;3.735;187.4;0;-18.93385;16.86885
15;15.01.1995;0;0;0.05;-0.036;1.894;99.1;4.926;192.3;0;-18.9685;18.9325
15;15.01.1995;100;0;0.077;-1.386;1.643;99.8;5.178;186.4;0;-18.95149;17.56549
15;15.01.1995;200;0;0.083;0.43;1.736;99.7;4.539;187.7;0;-18.94771;19.37771
15;15.01.1995;300;0;0.055;2.933;1.834;101.1;4.303;184.7;0;-18.96535;21.89835
15;15.01.1995;400;0;0.022;3.808;2.016;100.2;3.226;183.6;0;-18.98614;22.79414
15;15.01.1995;500;0;0.055;4.523;2.35;99.5;3.39;192.2;0;-18.96535;23.48835
15;15.01.1995;600;0;0.033;2.845;2.355;99.7;3.626;188.1;0;-18.97921;21.82421
15;15.01.1995;700;0;0.039;5.406;2.487;99.4;3.503;191;0;-18.97543;24.38143
15;15.01.1995;800;0;0.116;5.895;2.664;99.7;3.347;192.3;0;-18.92692;24.82192
15;15.01.1995;900;0;3.671;9.87;2.882;99.8;4.661;194.7;0.01;-16.68727;26.55727
15;15.01.1995;1000;0.199;15.8;19.26;2.924;100.7;4.944;194.7;0.01;-9.046;28.306
15;15.01.1995;1100;0;47.71;47.23;3.011;100.7;4.173;199.2;0.03;11.0573;36.1727
15;15.01.1995;1200;0;53.47;50.49;3.212;100.5;3.136;191.8;0.03;14.6861;35.8039
15;15.01.1995;1300;0;51.13;48.85;3.252;101.3;2.748;200.9;0.03;13.2119;35.6381
15;15.01.1995;1400;0;50.3;48.73;3.603;101.7;3.753;203;0.03;12.689;36.041
15;15.01.1995;1500;0;43.22;41.9;3.644;101.3;3.149;186.4;0.03;8.2286;33.6714
15;15.01.1995;1600;0;12.75;17.46;3.452;101.3;3.632;176.3;0.01;-10.9675;28.4275
15;15.01.1995;1700;0;1.756;7.78;3.329;100.9;3.992;175.4;0;-17.89372;25.67372
15;15.01.1995;1800;0;0.066;3.881;3.358;100.7;3.936;177.2;0;-18.95842;22.83942
15;15.01.1995;1900;0;0;5.048;3.577;99.4;3.047;195.3;0;-19;24.048
15;15.01.1995;2000;0;0;5.734;3.522;98.3;2.551;181.9;0.01;-19;24.734
15;15.01.1995;2100;0;-0.011;4.012;3.237;98.4;2.469;195.3;0;-19.00693;23.01893
15;15.01.1995;2200;0;-0.017;5.749;2.911;98.7;2.66;182.1;0.01;-19.01071;24.75971
15;15.01.1995;2300;0;-0.028;4.581;2.951;99.2;3.341;183.2;0;-19.01764;23.59864
16;16.01.1995;0;0;-0.011;5.982;3.159;98.8;2.143;199.1;0.01;-19.00693;24.98893
16;16.01.1995;100;0;-0.011;1.7;2.977;98.6;3.098;181.4;0;-19.00693;20.70693
16;16.01.1995;200;0;-0.028;2.677;2.885;98.5;2.943;179.2;0;-19.01764;21.69464
16;16.01.1995;300;0;-0.05;3.939;2.898;97.2;3.913;175.6;0.01;-19.0315;22.9705
16;16.01.1995;400;0;-0.028;5.194;2.86;96.9;2.373;188.7;0.01;-19.01764;24.21164
16;16.01.1995;500;0;-0.017;4.268;2.764;96.8;3.117;182.8;0.01;-19.01071;23.27871
16;16.01.1995;600;0;-0.006;-0.649;2.648;96.5;3.119;163.3;0.01;-19.00378;18.35478
16;16.01.1995;700;0;-0.017;-25.48;2.132;96.1;4.153;172.8;-0.01;-19.01071;6.46929
16;16.01.1995;800;0;0.231;-46.84;1.372;96.7;4.225;176.3;-0.02;-18.85447;27.98553
16;16.01.1995;900;0;16.61;-37.94;0.958;98.2;4.683;188.3;-0.02;-8.5357;29.4043
16;16.01.1995;1000;0;77.6;25.06;1.321;98.1;6.117;177.5;0.02;29.888;4.828
16;16.01.1995;1100;0;83.3;52.7;1.684;98;5.362;166.7;0.04;33.479;19.221
16;16.01.1995;1200;0;112.6;60.97;2.255;96.6;5.79;159.2;0.05;51.938;9.032
16;16.01.1995;1300;0;115.3;68.31;2.518;95.3;4.556;164.2;0.06;53.639;14.671
16;16.01.1995;1400;0;145.7;88.2;2.76;93.9;3.93;161.1;0.07;72.791;15.409
16;16.01.1995;1500;0;117.6;44.32;2.782;92.3;3.542;133.7;0.04;55.088;10.768
16;16.01.1995;1600;0;65.5;-9.11;2.543;92.1;4.077;134;0.01;22.265;31.375
16;16.01.1995;1700;0;8.1;-44.32;2.142;91.6;4.069;134.1;-0.01;-13.897;30.423
16;16.01.1995;1800;0;0.017;-50.57;2.037;90.2;4.8;141.6;0;-18.98929;31.58071
16;16.01.1995;1900;0;-0.055;-52.88;1.883;88.7;2.814;138.8;-0.01;-19.03465;33.84535
16;16.01.1995;2000;0;-0.05;-53.4;1.587;88.6;2.331;138.6;-0.02;-19.0315;34.3685
16;16.01.1995;2100;0;-0.028;-55.42;1.707;86.6;3.031;168.1;-0.01;-19.01764;36.40236
16;16.01.1995;2200;0;-0.083;-54.54;1.948;84.2;7.1;179;0.03;-19.05229;35.48771
16;16.01.1995;2300;0;-0.05;-55.16;1.685;84.6;5.836;174.3;0.02;-19.0315;36.1285
17;17.01.1995;0;0;-0.099;-55.17;1.578;84.2;5.527;172.6;0.01;-19.06237;36.10763
17;17.01.1995;100;0;-0.105;-54.69;1.723;82.3;7.13;179.4;0.04;-19.06615;35.62385
17;17.01.1995;200;0;-0.039;-54.41;1.548;82.3;6.776;175.3;0.03;-19.02457;35.38543
17;17.01.1995;300;0;-0.028;-55.07;1.287;82.1;4.75;178.4;0.01;-19.01764;36.05236
17;17.01.1995;400;0;-0.05;-54.49;1.17;81.5;6.935;177.4;0.04;-19.0315;35.4585
17;17.01.1995;500;0;-0.039;-55.73;1.059;81.4;6.823;174.1;0.04;-19.02457;36.70543
17;17.01.1995;600;0;-0.077;-58.42;1.075;78.8;3.215;142.5;0;-19.04851;39.37149
17;17.01.1995;700;0;-0.006;-56.88;1.205;78.3;6.05;176.4;0.04;-19.00378;37.87622
17;17.01.1995;800;0;0.27;-56.14;1.235;77.5;5.124;162.7;0.03;-18.8299;37.3101
17;17.01.1995;900;0;16.9;-45.72;1.7;73.7;7.24;168.6;0.08;-8.353;37.367
17;17.01.1995;1000;0.199;152.9;56.06;2.363;71.3;5.702;177.4;0.13;77.327;21.267
17;17.01.1995;1100;0;216.4;104.7;3.292;67.29;5.412;174.5;0.17;117.332;12.632
17;17.01.1995;1200;0;237.7;123.6;3.95;66.13;6.698;165;0.22;130.751;7.151
17;17.01.1995;1300;0;225.9;117.8;4.561;65.23;5.575;178.5;0.2;123.317;5.517
17;17.01.1995;1400;0;165.4;78.7;4.886;63.27;7.39;168;0.23;85.202;6.502
17;17.01.1995;1500;0;51.59;-12.16;4.463;64.25;4.425;183.1;0.09;13.5017;25.6617
17;17.01.1995;1600;0;14.46;-37.92;3.861;66.55;5.839;186.6;0.09;-9.8902;28.0298
17;17.01.1995;1700;0;0.088;-51.66;2.936;69.66;2.948;193.5;0.02;-18.94456;32.71544
17;17.01.1995;1800;0;0;-50.12;3.575;62.33;4.303;171.8;0.07;-19;31.12
17;17.01.1995;1900;0;0;-50.3;3.217;63.74;3.016;163.4;0.03;-19;31.3
17;17.01.1995;2000;0;-0.011;-50.5;2.585;68.19;3.973;173.5;0.04;-19.00693;31.49307
17;17.01.1995;2100;0;-0.028;-51.7;2.369;69.45;3.695;181;0.03;-19.01764;32.68236
17;17.01.1995;2200;0;-0.028;-50.97;2.751;65.99;5.158;179.3;0.07;-19.01764;31.95236
17;17.01.1995;2300;0;-0.039;-50.53;2.678;66.27;5.846;182.8;0.08;-19.02457;31.50543
18;18.01.1995;0;0;-0.006;-50.69;2.791;64.84;5.853;193.3;0.09;-19.00378;31.68622
18;18.01.1995;100;0;-0.022;-50.83;4.466;52.75;7.29;176.9;0.18;-19.01386;31.81614
18;18.01.1995;200;0;-0.006;-53.09;4.423;51.98;6.595;168.9;0.16;-19.00378;34.08622
18;18.01.1995;300;0;-0.006;-49.93;3.81;55.77;6.766;170.4;0.15;-19.00378;30.92622
18;18.01.1995;400;0;-0.006;-45.11;3.531;57.58;7.74;157.2;0.17;-19.00378;26.10622
18;18.01.1995;500;0;-0.011;-37.37;3.458;58.33;8.35;157;0.19;-19.00693;18.36307
18;18.01.1995;600;0;0;-38.11;3.04;59.49;7.21;159.4;0.15;-19;19.11
18;18.01.1995;700;0;0.017;-32.08;2.032;65.69;3.234;107.6;0.04;-18.98929;13.09071
18;18.01.1995;800;0;9.71;-17.41;2.965;63.61;5.244;173.2;0.1;-12.8827;4.5273
18;18.01.1995;900;0;25.12;11.28;3.247;61.97;7.39;174.1;0.18;-3.1744;14.4544
18;18.01.1995;1000;0;22.52;21.11;3.118;64.13;5.813;173.5;0.14;-4.8124;25.9224
18;18.01.1995;1100;0;27.8;24.77;2.715;66.77;4.968;181.7;0.11;-1.486;26.256
18;18.01.1995;1200;0;29.29;25.23;2.365;72.4;4.941;175.9;0.09;-0.5473;25.7773
18;18.01.1995;1300;0;24.94;21.41;2.38;74;3.588;174.4;0.07;-3.2878;24.6978
18;18.01.1995;1400;0.597;23.11;16.94;2.428;77.8;3.473;164;0.06;-4.4407;21.3807
18;18.01.1995;1500;0.597;8.45;6.332;2.183;85.3;2.988;157.7;0.03;-13.6765;20.0085
18;18.01.1995;1600;0;1.866;2.371;2.198;85.9;2.854;157.7;0.02;-17.82442;20.19542
18;18.01.1995;1700;0;0.006;-0.934;2.188;86.2;2.149;167.6;0.02;-18.99622;18.06222
18;18.01.1995;1800;0;-0.017;2.145;2.64;84.8;3.563;171.5;0.03;-19.01071;21.15571
18;18.01.1995;1900;0;-0.006;2.743;3.005;80.9;3.855;181.5;0.05;-19.00378;21.74678
18;18.01.1995;2000;0;0;2.524;2.923;83.6;4.342;182.7;0.04;-19;21.524
18;18.01.1995;2100;0;-0.011;-0.124;2.469;85.6;4.289;186.2;0.04;-19.00693;18.88293
18;18.01.1995;2200;0;-0.006;-2.298;2.352;84.5;5.807;183.1;0.05;-19.00378;16.70578
18;18.01.1995;2300;0;0.006;0.773;2.128;87;3.688;189.2;0.03;-18.99622;19.76922
19;19.01.1995;0;0;0.011;1.248;1.999;91.8;2.649;173.3;0.01;-18.99307;20.24107
19;19.01.1995;100;0;0.006;-1.35;1.898;93.4;3.784;173.7;0.01;-18.99622;17.64622
19;19.01.1995;200;0.199;0.006;0.897;1.878;92.9;3.951;182.8;0.02;-18.99622;19.89322
19;19.01.1995;300;0;0.011;-0.576;1.639;95.8;3.264;186.2;0.01;-18.99307;18.41707
19;19.01.1995;400;0;0;-3.108;1.458;98.2;1.779;196.8;0;-19;15.892
19;19.01.1995;500;0;0.028;-1.897;1.886;98.1;3.268;190.7;0;-18.98236;17.08536
19;19.01.1995;600;0.199;0.044;-2.189;1.947;97.7;3.266;191.9;0;-18.97228;16.78328
19;19.01.1995;700;0;0;-8.18;1.738;98.3;3.234;186.7;0;-19;10.82
19;19.01.1995;800;0;3.732;-10.02;1.553;99.1;2.969;177.4;0;-16.64884;6.62884
19;19.01.1995;900;0;32.34;8.44;1.92;98.3;2.877;168.9;0.01;1.3742;7.0658
19;19.01.1995;1000;0;69.29;34.92;2.36;96.7;3.217;172.2;0.03;24.6527;10.2673
19;19.01.1995;1100;0;165.2;81.1;3.242;92.7;3.402;160.9;0.07;85.076;3.976
19;19.01.1995;1200;0;240.4;125.3;4.175;88.8;5.111;174.2;0.12;132.452;7.152
19;19.01.1995;1300;0;218.5;111.5;4.391;87.9;4.809;177.1;0.11;118.655;7.155
19;19.01.1995;1400;0;178.6;95.5;4.423;86.9;3.29;175.5;0.09;93.518;1.982
19;19.01.1995;1500;0;78.2;12.56;4.462;84;4.204;159.3;0.05;30.266;17.706
19;19.01.1995;1600;0;14.94;-39.59;3.666;84.5;4.164;148.3;0.01;-9.5878;30.0022
19;19.01.1995;1700;0;0.209;-51.39;3.063;85.7;4.419;154.6;0;-18.86833;32.52167
19;19.01.1995;1800;0;0.006;-42.87;3.022;85.6;4.661;151.9;0.01;-18.99622;23.87378
19;19.01.1995;1900;0;-0.006;-48.62;2.902;86.5;4.496;147.6;0;-19.00378;29.61622
19;19.01.1995;2000;0;-0.006;-39.29;3.171;85.1;4.843;153.7;0.02;-19.00378;20.28622
19;19.01.1995;2100;0;0.006;-27.27;3.105;85;4.012;172;0.02;-18.99622;8.27378
19;19.01.1995;2200;0;-0.006;-18.84;3.284;83.2;5.584;167.9;0.04;-19.00378;0.16378
19;19.01.1995;2300;0;0;-9;3.545;80.9;6.225;152.6;0.07;-19;10
20;20.01.1995;0;0;-0.006;-4.465;4.04;79.3;6.228;156.2;0.08;-19.00378;14.53878
20;20.01.1995;100;0;-0.017;-10.87;4.006;80;7.18;162.9;0.08;-19.01071;8.14071
20;20.01.1995;200;0;-0.011;-23.37;3.938;77.6;6.484;167.5;0.07;-19.00693;4.36307
20;20.01.1995;300;0.199;-0.006;-4.18;4.365;74.5;8.11;175.5;0.13;-19.00378;14.82378
20;20.01.1995;400;0.398;0;-0.576;4.14;79.5;8.96;164.7;0.11;-19;18.424
20;20.01.1995;500;0;0;-6.281;3.956;79.4;7.1;175.3;0.09;-19;12.719
20;20.01.1995;600;0;-0.006;-5.274;4.417;73.1;8.02;170.3;0.13;-19.00378;13.72978
20;20.01.1995;700;0;0;-8.86;4.44;70.6;6.767;175.4;0.12;-19;10.14
20;20.01.1995;800;0;5.239;-15.41;4.507;66.91;6.92;162.1;0.13;-15.69943;0.28943
20;20.01.1995;900;0;18.27;6.12;4.447;66.97;4.962;146.5;0.11;-7.4899;13.6099
20;20.01.1995;1000;0;30.05;22.08;5.32;61.01;6.056;157;0.17;-0.0685;22.1485
20;20.01.1995;1100;0;58.05;42.24;5.608;59.76;4.478;146.8;0.15;17.5715;24.6685
20;20.01.1995;1200;0;87.2;65.87;5.92;61.53;3.38;170.9;0.13;35.936;29.934
20;20.01.1995;1300;0.199;39.13;26.49;5.415;68.5;3.869;168.7;0.1;5.6519;20.8381
20;20.01.1995;1400;0;65.09;43.88;5.868;70.1;3.851;164.5;0.11;22.0067;21.8733
20;20.01.1995;1500;0;61.61;33.85;6.663;69.59;5.548;169.3;0.14;19.8143;14.0357
20;20.01.1995;1600;0;10.89;-4.383;5.882;76.1;5.915;172.8;0.09;-12.1393;7.7563
20;20.01.1995;1700;0;0.116;-15.14;5.588;78.1;5.9;167;0.07;-18.92692;3.78692
20;20.01.1995;1800;0;0;-20.12;4.91;83.6;5.519;175.1;0.04;-19;1.12
20;20.01.1995;1900;0;0;-23.75;4.833;85.3;3.955;171.7;0.02;-19;4.75
20;20.01.1995;2000;0;0;-18.53;4.786;88.2;5.052;182.7;0.03;-19;0.47
20;20.01.1995;2100;0;0;-19.59;4.941;88.6;4.635;185.2;0.02;-19;0.59
20;20.01.1995;2200;0;0;-21.8;4.965;87.4;3.619;186.9;0.01;-19;2.8
20;20.01.1995;2300;0;0;-31.34;4.514;88.6;3.059;189.1;0;-19;12.34
21;21.01.1995;0;0;0;-44.05;3.805;90.3;3.289;175.1;-0.01;-19;25.05
21;21.01.1995;100;0;-0.006;-37.96;2.98;92.9;1.672;128.7;-0.02;-19.00378;18.95622
21;21.01.1995;200;0;-0.017;-33.86;2.666;94.6;4.263;178.2;-0.01;-19.01071;14.84929
21;21.01.1995;300;0;0;-25.52;2.768;93.8;4.079;174.2;0;-19;6.52
21;21.01.1995;400;0;-0.006;-27.01;3.208;92.2;3.63;176.9;0;-19.00378;8.00622
21;21.01.1995;500;0;-0.028;-32.57;3.473;92.1;3.773;173.1;0;-19.01764;13.55236
21;21.01.1995;600;0;0;-6.858;3.762;92.2;3.342;159.6;0.01;-19;12.142
21;21.01.1995;700;0;0.017;-3.845;3.892;93.6;3.702;164.3;0.01;-18.98929;15.14429
21;21.01.1995;800;0.995;4.084;1.342;3.407;97.7;3.96;186.4;0.01;-16.42708;17.76908
21;21.01.1995;900;0;28.25;17.44;3.486;98.3;2.843;163.8;0.01;-1.2025;18.6425
21;21.01.1995;1000;0;147.6;73.1;4.724;92.2;3.507;177.7;0.07;73.988;0.888
21;21.01.1995;1100;0;191.6;94.8;5.552;86.1;4.214;184.6;0.11;101.708;6.908
21;21.01.1995;1200;0;116.8;64.11;5.673;83.2;4.828;193.9;0.1;54.584;9.526
21;21.01.1995;1300;0;142.7;83.7;5.812;81.4;5.17;193.9;0.12;70.901;12.799
21;21.01.1995;1400;0;168.1;78.7;6.377;75.5;5.48;189.1;0.15;86.903;8.203
21;21.01.1995;1500;0;67.41;13.72;5.618;79.2;5.017;176.1;0.08;23.4683;9.7483
21;21.01.1995;1600;0;14.29;-44.21;4.544;79.7;5.052;174.7;0.03;-9.9973;34.2127
21;21.01.1995;1700;0;0.187;-52.18;3.959;80.2;4.926;165.2;0.03;-18.88219;33.29781
21;21.01.1995;1800;0;-0.006;-48.93;3.911;81.6;4.792;147.8;0.02;-19.00378;29.92622
21;21.01.1995;1900;0.199;0.011;-38.5;4.429;78.6;8.02;159.1;0.08;-18.99307;19.50693
21;21.01.1995;2000;0;0.006;-29.42;4.505;75.6;8.8;168.7;0.11;-18.99622;10.42378
21;21.01.1995;2100;0;-0.011;-17.18;4.904;75.5;9.47;167.7;0.14;-19.00693;1.82693
21;21.01.1995;2200;0.597;0;-3.567;5.162;78.6;8.01;159.6;0.11;-19;15.433
21;21.01.1995;2300;1.791;0;-3.399;4.427;88.8;9.24;167.8;0.06;-19;15.601
22;22.01.1995;0;0;0;-5.471;4.539;87.8;9.76;172.4;0.07;-19;13.529
22;22.01.1995;100;0;-0.006;-3.647;4.939;85.9;9.75;174.6;0.09;-19.00378;15.35678
22;22.01.1995;200;0.199;0;-3.596;4.837;88.7;8.33;174.7;0.06;-19;15.404
22;22.01.1995;300;0.199;-0.006;-4.034;4.545;92.8;7.85;177.2;0.03;-19.00378;14.96978
22;22.01.1995;400;0;-0.028;-5.077;4.798;91.2;7.55;180.8;0.04;-19.01764;13.94064
22;22.01.1995;500;0.199;-0.017;-5.237;5.075;92.2;7.43;175.2;0.03;-19.01071;13.77371
22;22.01.1995;600;0;-0.022;-13.24;5.54;89;8.47;171.1;0.05;-19.01386;5.77386
22;22.01.1995;700;0;0;-7.05;6.039;88.5;7.92;179.2;0.06;-19;11.95
22;22.01.1995;800;0.597;1.728;-5.281;6.666;86.8;9.16;185.7;0.08;-17.91136;12.63036
22;22.01.1995;900;1.393;12.42;4.296;6.944;88.1;7.64;215.6;0.07;-11.1754;15.4714
22;22.01.1995;1000;0;82.4;43.75;7.44;82.9;8.02;222.6;0.13;32.912;10.838
22;22.01.1995;1100;0;96.2;58.15;7.47;81.7;6.872;225.2;0.13;41.606;16.544
22;22.01.1995;1200;0;114.4;73.1;7.4;78.1;6.637;222.5;0.16;53.072;20.028
22;22.01.1995;1300;0;75.6;48.89;7.39;78;5.607;213.7;0.12;28.628;20.262
22;22.01.1995;1400;0.199;21.21;10.56;6.916;85.1;2.527;218.2;0.03;-5.6377;16.1977
22;22.01.1995;1500;0.995;15.66;7.23;6.14;94.1;1.923;217.9;0.01;-9.1342;16.3642
22;22.01.1995;1600;1.393;3.928;0.416;5.425;99.2;1.751;186.4;0;-16.52536;16.94136
22;22.01.1995;1700;1.393;0;-1.502;5.083;101;1.141;122.1;0;-19;17.498
22;22.01.1995;1800;1.194;0;-1.459;5.134;102.2;1.949;101.9;0;-19;17.541
22;22.01.1995;1900;0.796;0;-0.146;5.467;102.2;2.173;101.1;0;-19;18.854
22;22.01.1995;2000;1.393;0;1.707;6.655;101.8;3.934;150.3;0;-19;20.707
22;22.01.1995;2100;1.194;0;1.262;8.71;98;5.706;166.3;0.01;-19;20.262
22;22.01.1995;2200;1.194;0;-0.853;10.95;89.1;11.8;191.6;0.1;-19;18.147
22;22.01.1995;2300;0.199;0;-1.786;11.33;88.4;12.19;205.3;0.11;-19;17.214
23;23.01.1995;0;3.582;-0.011;-3.587;11.25;86.3;12.9;216.9;0.14;-19.00693;15.41993
23;23.01.1995;100;0.199;0;-15.06;10.7;71.7;14.03;247.8;0.3;-19;3.94
23;23.01.1995;200;0;0;-7.24;8.33;75;10.39;256.5;0.18;-19;11.76
23;23.01.1995;300;0;0;-9.56;6.409;86.2;5.465;255;0.04;-19;9.44
23;23.01.1995;400;0;0;-20.78;6.758;78.1;6.862;244.8;0.09;-19;1.78
23;23.01.1995;500;0.398;0;-6.476;6.426;81.4;4.492;242.5;0.05;-19;12.524
23;23.01.1995;600;0.199;0;-12.06;5.484;90.6;5.277;223.2;0.02;-19;6.94
23;23.01.1995;700;1.194;0;-6.017;5.16;92.9;6.632;238;0.03;-19;12.983
23;23.01.1995;800;0.199;3.313;-20.64;5.171;86.1;8.83;249.2;0.06;-16.91281;3.72719
23;23.01.1995;900;0;46.29;10.6;5.288;81.7;9.56;240;0.12;10.1627;0.4373
23;23.01.1995;1000;0;118.2;36.92;4.992;79.5;10.2;242.8;0.16;55.466;18.546
23;23.01.1995;1100;0;241.1;111.2;5.689;76.9;9.65;229.5;0.23;132.893;21.693
23;23.01.1995;1200;0;167.8;85.8;6.375;69.27;10.02;227.8;0.27;86.714;0.914
23;23.01.1995;1300;0;203.6;110.1;5.6;78.8;9.47;223.8;0.21;109.268;0.832
23;23.01.1995;1400;0;160.9;90.3;6.172;72.8;8.99;231.9;0.23;82.367;7.933
23;23.01.1995;1500;0;59.84;25.85;6.338;74;8.08;221.2;0.16;18.6992;7.1508
